group	y
1	0
2	0.172153778984577
3	0.357753178748547
4	0.547489500333497
5	0.735060114041762
6	0.916326470186525
7	1.0886976105584
8	1.25067974406287
9	1.40154802339793
10	1.54110816165978
11	1.6695240218799
12	1.78719358449651
13	1.89466032823535
14	1.99255047778426
15	2.08152909392792
16	2.16226984261607
17	2.23543465176053
18	2.30166047619096
19	2.36155113655115
20	2.41567274672311
21	2.4645516481321
22	2.50867406605337
23	2.54848692090251
24	2.58439938718872
25	2.61678490965618
26	2.64598347143589
27	2.67230397111939
28	2.69602661069792
29	2.71740522882444
30	2.73666953719424
31	2.75402723446694
32	2.76966598388187
33	2.78375524888416
34	2.79644798666052
35	2.80788220320149
36	2.81818237588697
37	2.82746075102099
38	2.83581852449997
39	2.84334691409127
40	2.85012813177384
41	2.85623626435704
42	0
43	0.172240462087522
44	0.357897868241078
45	0.547671606662891
46	0.735264963837708
47	0.916543707992397
48	1.08892002316373
49	1.25090239657666
50	1.40176762519802
51	1.54132260177366
52	1.66973202917564
53	1.7873944797505
54	1.89485384377607
55	1.99273662678706
56	2.0817080761434
57	2.16244197679076
58	2.2356003275747
59	2.30182012043192
60	2.361705189638
61	2.41582164672941
62	2.46469582021306
63	2.50881391574399
64	2.54862283016591
65	2.58453171239723
66	2.61691398091105
67	2.6461095927957
68	2.67242742142718
69	2.69614764478545
70	2.71752407893614
71	2.73678641452058
72	2.75414233071071
73	2.76977947280593
74	2.78386728780654
75	2.79655871787594
76	2.80799175531684
77	2.81829086506505
78	2.82756828213088
79	2.83592519217545
80	2.84345280370061
81	2.85023332030547
82	2.85634082122624
83	0
84	0.174995647477851
85	0.36249676194021
86	0.553459778534789
87	0.741776027076455
88	0.923448518833657
89	1.09598931279455
90	1.25797931159536
91	1.40874757458533
92	1.54813848917021
93	1.6763434521963
94	1.79377984956255
95	1.90100465255505
96	1.99865329330592
97	2.08739694938917
98	2.1679131879861
99	2.24086626254039
100	2.3068943444204
101	2.36660170118198
102	2.42055436980996
103	2.46927826820632
104	2.51325897840708
105	2.5529426480337
106	2.58873761261145
107	2.62101645559929
108	2.65011830632981
109	2.67635123671414
110	2.69999466154358
111	2.72130167895593
112	2.74050131040045
113	2.75780061564231
114	2.77338666976695
115	2.78742839708405
116	2.80007826224642
117	2.81147382249539
118	2.82173914723654
119	2.83098611251415
120	2.83931557866492
121	2.84681845969054
122	2.85357669284011
123	2.85966411664027
124	0
125	0.178379566654
126	0.368145123982267
127	0.560568812235721
128	0.749772916080023
129	0.931929008711194
130	1.10467181555007
131	1.2666711798536
132	1.4173203496382
133	1.55650976325748
134	1.6844636031015
135	1.80162236187757
136	1.90855907696841
137	2.00592014415463
138	2.09438402450021
139	2.1746329305289
140	2.24733388478219
141	2.3131265072066
142	2.37261559751289
143	2.42636710112156
144	2.47490643162955
145	2.51871840514389
146	2.55824824909111
147	2.59390329998691
148	2.62605511572573
149	2.65504180899043
150	2.68117046733281
151	2.70471956819579
152	2.725941327958
153	2.74506394616697
154	2.76229372183231
155	2.77781702970258
156	2.79180215211876
157	2.80440096725508
158	2.8157504980104
159	2.825974328
160	2.83518389238602
161	2.84347965194164
162	2.85095215896343
163	2.85768302356931
164	2.86374578864645
165	0
166	0.184863330646948
167	0.378967677512963
168	0.5741900881396
169	0.765095368620376
170	0.948178065514346
171	1.12130793946571
172	1.28332524855638
173	1.4337462296058
174	1.57254955696315
