colour	x	xend	key	showSelected2	showSelected3	group
#F8766D	-1.4069480211474	-1.4069480211474	-1.4069480211474	0	error	1
#F8766D	-0.767256602179259	-0.767256602179259	-0.767256602179259	0	error	2
#F8766D	0.437120180111378	0.437120180111378	0.437120180111378	0	error	3
#F8766D	2.44924673996866	2.44924673996866	2.44924673996866	0	error	4
#F8766D	-1.78990841377527	-1.78990841377527	-1.78990841377527	0	error	5
#F8766D	2.39033810980618	2.39033810980618	2.39033810980618	0	error	6
#F8766D	2.66805161163211	2.66805161163211	2.66805161163211	0	error	7
#F8766D	0.964786754921079	0.964786754921079	0.964786754921079	0	error	8
#F8766D	0.774684263393283	0.774684263393283	0.774684263393283	0	error	9
#F8766D	-2.62928237719461	-2.62928237719461	-2.62928237719461	0	error	10
#F8766D	-1.76415255060419	-1.76415255060419	-1.76415255060419	0	error	11
#F8766D	-1.94065948482603	-1.94065948482603	-1.94065948482603	0	error	12
#F8766D	1.1221370799467	1.1221370799467	1.1221370799467	0	error	13
#F8766D	-0.695377690717578	-0.695377690717578	-0.695377690717578	0	error	14
#F8766D	1.61904851999134	1.61904851999134	1.61904851999134	0	error	15
#F8766D	-0.0138045474886894	-0.0138045474886894	-0.0138045474886894	0	error	16
#F8766D	1.30571104958653	1.30571104958653	1.30571104958653	0	error	17
#F8766D	2.9514365689829	2.9514365689829	2.9514365689829	0	error	18
#F8766D	-0.719788923393935	-0.719788923393935	-0.719788923393935	0	error	19
#F8766D	1.66467132791877	1.66467132791877	1.66467132791877	0	error	20
#F8766D	2.60823138663545	2.60823138663545	2.60823138663545	0	error	21
#F8766D	-1.72714487230405	-1.72714487230405	-1.72714487230405	0	error	22
#F8766D	0.910042596515268	0.910042596515268	0.910042596515268	0	error	23
#F8766D	-2.2466694242321	-2.2466694242321	-2.2466694242321	0	error	24
#F8766D	-1.39667598763481	-1.39667598763481	-1.39667598763481	0	error	25
#F8766D	-0.683315444737673	-0.683315444737673	-0.683315444737673	0	error	26
#F8766D	-2.91965800104663	-2.91965800104663	-2.91965800104663	0	error	27
#F8766D	-0.705672257579863	-0.705672257579863	-0.705672257579863	0	error	28
#F8766D	2.21814507432282	2.21814507432282	2.21814507432282	0	error	29
#F8766D	-0.957906019873917	-0.957906019873917	-0.957906019873917	0	error	30
#F8766D	-0.107519307173789	-0.107519307173789	-0.107519307173789	0	error	31
#F8766D	0.59739495255053	0.59739495255053	0.59739495255053	0	error	32
#F8766D	-0.0387521577067673	-0.0387521577067673	-0.0387521577067673	0	error	33
#F8766D	-1.88269439153373	-1.88269439153373	-1.88269439153373	0	error	34
