group	y
1	0
2	-0.011899755013633
3	-0.0237590406368171
4	-0.0355779718617212
5	-0.0473566633710265
6	-0.0590952295387434
7	-0.0707937844310271
8	-0.0824524418069898
9	-0.0940713151195123
10	-0.105650517516052
11	-0.11719016183945
12	-0.128690360628734
13	-0.140151226119924
14	-0.151572870246829
15	-0.162955404641846
16	-0.174298940636759
17	-0.185603589263526
18	-0.196869461255081
19	-0.208096667046113
20	-0.219285316773862
21	-0.2304355202789
22	-0.241547387105917
23	-0.252621026504501
24	-0.263656547429917
25	-0.274654058543888
26	-0.285613668215365
27	-0.296535484521307
28	-0.307419615247444
29	-0.318266167889054
30	-0.329075249651727
31	-0.33984696745213
32	-0.350581427918771
33	-0.361278737392758
34	-0.371939001928563
35	-0.382562327294777
36	-0.393148818974862
37	-0.403698582167909
38	-0.414211721789389
39	-0.424688342471897
40	-0.435128548565908
41	-0.445532444140514
42	0
43	-0.0118887182736677
44	-0.023736996944612
45	-0.0355449509262667
46	-0.0473126948227841
47	-0.0590403429298522
48	-0.0707280092355088
49	-0.0823758074209539
50	-0.0939838508613602
51	-0.105552252626681
52	-0.117081125482456
53	-0.128570581890617
54	-0.140020734010286
55	-0.151431693698578
56	-0.162803572511398
57	-0.174136481704237
58	-0.185430532232962
59	-0.196685834754612
60	-0.207902499628186
61	-0.219080636915426
62	-0.230220356381608
63	-0.241321767496324
64	-0.252384979434258
65	-0.26341010107597
66	-0.274397241008673
67	-0.285346507527004
68	-0.296258008633802
69	-0.307131852040872
70	-0.317968145169762
71	-0.328766995152523
72	-0.339528508832477
73	-0.350252792764981
74	-0.360939953218183
75	-0.371590096173785
76	-0.3822033273278
77	-0.392779752091302
78	-0.403319475591186
79	-0.413822602670913
80	-0.42428923789126
81	-0.43471948553107
82	-0.445113449587992
83	0
84	-0.011537920209499
85	-0.0230363476064013
86	-0.0344953946015772
87	-0.0459151733031795
88	-0.0572957955174438
89	-0.068637372749485
90	-0.0799400162040932
91	-0.0912038367865269
92	-0.102428945103304
93	-0.11361545146299
94	-0.124763465876987
95	-0.135873098060317
96	-0.146944457432405
97	-0.157977653117861
98	-0.168972793947258
99	-0.179929988457906
100	-0.190849344894633
101	-0.20173097121055
102	-0.212574975067831
103	-0.22338146383847
104	-0.234150544605058
105	-0.244882324161543
106	-0.255576909013992
107	-0.266234405381352
108	-0.276854919196211
