group	fill
1	#FF6C4A
2	#FF6F4E
3	#FF7351
4	#FF7655
5	#FF7958
6	#FF7C5B
7	#FF7F5E
8	#FF8161
9	#FF8464
10	#FF8767
11	#FF8969
12	#FF8B6C
13	#FF8E6F
14	#FF9071
15	#FF9273
16	#FF9476
17	#FF9678
18	#FF987A
19	#FF9A7C
20	#FF9C7F
21	#FF9D80
22	#FF9F82
23	#FFA084
24	#FFA286
25	#FFA388
26	#FFA589
27	#FFA68B
28	#FFA78C
29	#FFA88D
30	#FFA98F
31	#FFAA90
32	#FFAB91
33	#FFAC92
34	#FFAD93
35	#FFAD94
36	#FFAE95
37	#FFAE95
38	#FFAF96
39	#FFAF96
40	#FFB097
41	#FFB097
42	#FFB097
43	#FFB098
44	#FFB198
45	#FFB198
46	#FFB198
47	#FFB098
48	#FFB097
49	#FFB097
50	#FFB097
51	#FFAF96
52	#FFAF96
53	#FFAE95
54	#FFAE94
55	#FFAD94
56	#FFAC93
57	#FFAC92
58	#FFAB91
59	#FFAA90
60	#FFA98E
61	#FFA88D
62	#FFA78C
63	#FFA68A
64	#FFA489
65	#FFA387
66	#FFA286
67	#FFA084
68	#FF9F82
69	#FF9D80
70	#FF9B7E
71	#FF997C
72	#FF987A
73	#FF9678
74	#FF9475
75	#FF9273
76	#FF8F70
77	#FF8D6E
78	#FF8B6B
79	#FF8969
80	#FF8666
81	#FF8363
82	#FF7251
83	#FF7654
84	#FF7958
85	#FF7C5B
86	#FF7F5E
87	#FF8261
88	#FF8564
89	#FF8767
90	#FF8A6A
91	#FF8C6D
92	#FF8F70
93	#FF9172
94	#FF9375
95	#FF9678
96	#FF987A
97	#FF9A7C
98	#FF9C7F
99	#FF9E81
100	#FF9F83
101	#FFA185
102	#FFA387
103	#FFA489
104	#FFA68B
105	#FFA78C
106	#FFA98E
107	#FFAA90
108	#FFAB91
109	#FFAC93
110	#FFAD94
111	#FFAE95
112	#FFAF96
113	#FFB097
114	#FFB198
115	#FFB299
116	#FFB39A
117	#FFB39B
118	#FFB49C
119	#FFB49C
120	#FFB59D
121	#FFB59D
122	#FFB59E
123	#FFB59E
124	#FFB69E
125	#FFB69E
126	#FFB69E
127	#FFB69E
128	#FFB69E
129	#FFB59E
130	#FFB59D
131	#FFB59D
132	#FFB49D
133	#FFB49C
