group	fill
1	#FF0000
2	#FF1004
3	#FF1A09
4	#FF220E
5	#FF2812
6	#FF2D16
7	#FF3219
8	#FF361C
9	#FF3A1F
10	#FF3E22
11	#FF4124
12	#FF4527
13	#FF482A
14	#FF4B2C
15	#FF4E2E
16	#FF5031
17	#FF5333
18	#FF5535
19	#FF5837
20	#FF5A39
21	#FF5C3B
22	#FF5E3D
23	#FF603F
24	#FF6241
25	#FF6443
26	#FF6645
27	#FF6846
28	#FF6A48
29	#FF6B4A
30	#FF6D4B
31	#FF6E4D
32	#FF704E
33	#FF7150
34	#FF7351
35	#FF7453
36	#FF7554
37	#FF7755
38	#FF7857
39	#FF7958
40	#FF7A59
41	#FF7B5A
42	#FF7C5B
43	#FF7D5C
44	#FF7E5D
45	#FF7F5E
46	#FF805F
47	#FF8160
48	#FF8261
49	#FF8262
50	#FF8363
51	#FF8463
52	#FF8464
53	#FF8564
54	#FF8565
55	#FF8666
56	#FF8666
57	#FF8767
58	#FF8767
59	#FF8767
60	#FF8868
61	#FF8868
62	#FF8868
63	#FF8868
64	#FF8869
65	#FF8869
66	#FF8969
67	#FF8969
68	#FF8969
69	#FF8869
70	#FF8869
71	#FF8868
72	#FF8868
73	#FF8868
74	#FF8868
75	#FF8767
76	#FF8767
77	#FF8767
78	#FF8666
79	#FF8666
80	#FF8565
81	#FF8565
82	#FF1B0A
83	#FF230F
84	#FF2913
85	#FF2E16
86	#FF331A
87	#FF371D
88	#FF3B20
89	#FF3F23
90	#FF4326
91	#FF4628
92	#FF492B
93	#FF4C2D
94	#FF4F30
95	#FF5232
96	#FF5434
97	#FF5737
98	#FF5939
99	#FF5C3B
100	#FF5E3D
101	#FF603F
102	#FF6241
103	#FF6443
104	#FF6645
105	#FF6847
106	#FF6A49
107	#FF6C4A
108	#FF6E4C
109	#FF6F4E
110	#FF714F
111	#FF7251
112	#FF7453
113	#FF7554
114	#FF7756
115	#FF7857
116	#FF7A58
117	#FF7B5A
118	#FF7C5B
119	#FF7D5C
120	#FF7E5E
121	#FF7F5F
122	#FF8160
123	#FF8261
124	#FF8262
125	#FF8363
126	#FF8464
127	#FF8565
128	#FF8666
129	#FF8767
130	#FF8767
131	#FF8868
132	#FF8969
133	#FF896A
134	#FF8A6A
135	#FF8A6B
136	#FF8B6B
137	#FF8B6C
138	#FF8C6C
139	#FF8C6D
140	#FF8C6D
141	#FF8D6D
142	#FF8D6E
143	#FF8D6E
144	#FF8D6E
145	#FF8D6E
146	#FF8D6E
147	#FF8E6E
148	#FF8E6E
149	#FF8E6E
150	#FF8D6E
151	#FF8D6E
152	#FF8D6E
153	#FF8D6E
154	#FF8D6E
155	#FF8D6D
156	#FF8C6D
157	#FF8C6D
158	#FF8C6C
159	#FF8B6C
160	#FF8B6B
161	#FF8A6B
162	#FF8A6A
163	#FF2913
164	#FF2F17
165	#FF341A
166	#FF381D
167	#FF3C20
168	#FF4023
169	#FF4426
170	#FF4729
171	#FF4A2C
172	#FF4D2E
173	#FF5031
174	#FF5333
175	#FF5636
176	#FF5838
177	#FF5B3A
178	#FF5D3C
179	#FF603F
180	#FF6241
181	#FF6443
182	#FF6645
183	#FF6847
184	#FF6A49
185	#FF6C4B
186	#FF6E4C
187	#FF704E
188	#FF7150
189	#FF7352
190	#FF7553
191	#FF7655
192	#FF7857
193	#FF7958
194	#FF7B5A
195	#FF7C5B
196	#FF7E5D
197	#FF7F5E
198	#FF805F
199	#FF8161
200	#FF8262
201	#FF8463
202	#FF8564
203	#FF8665
204	#FF8767
205	#FF8868
206	#FF8869
207	#FF896A
208	#FF8A6A
209	#FF8B6B
210	#FF8C6C
211	#FF8C6D
212	#FF8D6E
213	#FF8E6E
214	#FF8E6F
215	#FF8F70
216	#FF8F70
217	#FF9071
218	#FF9071
219	#FF9172
220	#FF9172
221	#FF9173
222	#FF9273
223	#FF9273
224	#FF9273
225	#FF9274
226	#FF9274
227	#FF9274
228	#FF9274
229	#FF9274
230	#FF9274
231	#FF9274
232	#FF9274
233	#FF9273
234	#FF9273
235	#FF9273
236	#FF9173
237	#FF9172
238	#FF9172
239	#FF9072
240	#FF9071
241	#FF9071
242	#FF8F70
243	#FF8F6F
244	#FF341A
245	#FF381E
246	#FF3D21
247	#FF4024
248	#FF4427
249	#FF482A
250	#FF4B2C
251	#FF4E2F
252	#FF5132
253	#FF5434
254	#FF5736
255	#FF5939
256	#FF5C3B
257	#FF5F3E
258	#FF6140
259	#FF6342
260	#FF6544
261	#FF6846
262	#FF6A48
263	#FF6C4A
264	#FF6E4C
265	#FF704E
266	#FF7250
267	#FF7352
268	#FF7554
269	#FF7756
270	#FF7857
271	#FF7A59
272	#FF7C5B
273	#FF7D5C
274	#FF7F5E
275	#FF805F
276	#FF8161
277	#FF8362
278	#FF8464
279	#FF8565
280	#FF8666
281	#FF8767
282	#FF8869
283	#FF8A6A
284	#FF8B6B
285	#FF8C6C
286	#FF8C6D
287	#FF8D6E
288	#FF8E6F
289	#FF8F70
290	#FF9071
291	#FF9072
292	#FF9172
293	#FF9273
294	#FF9274
295	#FF9375
296	#FF9475
297	#FF9476
298	#FF9576
299	#FF9577
300	#FF9577
301	#FF9678
302	#FF9678
303	#FF9678
304	#FF9679
305	#FF9779
306	#FF9779
307	#FF9779
308	#FF9779
309	#FF9779
310	#FF9779
311	#FF9779
312	#FF9779
313	#FF9779
314	#FF9779
315	#FF9779
316	#FF9678
317	#FF9678
318	#FF9678
319	#FF9577
320	#FF9577
321	#FF9576
322	#FF9476
323	#FF9475
324	#FF9375
325	#FF3C21
326	#FF4124
327	#FF4427
328	#FF482A
329	#FF4B2D
330	#FF4F2F
331	#FF5232
332	#FF5535
333	#FF5837
334	#FF5A3A
335	#FF5D3C
336	#FF5F3E
337	#FF6241
338	#FF6443
339	#FF6745
340	#FF6947
341	#FF6B4A
342	#FF6D4C
343	#FF6F4E
344	#FF7150
345	#FF7352
346	#FF7554
347	#FF7756
348	#FF7957
349	#FF7A59
350	#FF7C5B
351	#FF7E5D
352	#FF7F5E
353	#FF8160
354	#FF8262
355	#FF8463
356	#FF8565
357	#FF8666
358	#FF8868
359	#FF8969
360	#FF8A6A
361	#FF8B6C
362	#FF8C6D
363	#FF8D6E
364	#FF8E6F
365	#FF8F70
366	#FF9071
367	#FF9172
368	#FF9273
369	#FF9374
370	#FF9475
371	#FF9476
372	#FF9577
373	#FF9678
374	#FF9779
375	#FF9779
376	#FF987A
377	#FF987B
378	#FF997B
379	#FF997C
380	#FF9A7C
381	#FF9A7D
382	#FF9A7D
383	#FF9B7D
384	#FF9B7E
385	#FF9B7E
386	#FF9B7E
387	#FF9B7E
388	#FF9C7E
389	#FF9C7E
390	#FF9C7F
391	#FF9C7F
392	#FF9C7E
393	#FF9C7E
394	#FF9B7E
395	#FF9B7E
396	#FF9B7E
397	#FF9B7E
398	#FF9B7D
399	#FF9A7D
400	#FF9A7D
401	#FF9A7C
402	#FF997C
403	#FF997B
404	#FF987B
405	#FF987A
406	#FF4427
407	#FF482A
408	#FF4B2D
409	#FF4F2F
410	#FF5232
411	#FF5535
412	#FF5838
413	#FF5B3A
414	#FF5D3D
415	#FF603F
416	#FF6341
417	#FF6544
418	#FF6846
419	#FF6A48
420	#FF6C4B
421	#FF6E4D
422	#FF704F
423	#FF7251
424	#FF7453
425	#FF7655
426	#FF7857
427	#FF7A59
428	#FF7C5B
429	#FF7E5D
430	#FF7F5F
431	#FF8160
432	#FF8262
433	#FF8464
434	#FF8565
435	#FF8767
436	#FF8868
437	#FF8A6A
438	#FF8B6B
439	#FF8C6D
440	#FF8D6E
441	#FF8F70
442	#FF9071
443	#FF9172
444	#FF9273
445	#FF9374
446	#FF9476
447	#FF9577
448	#FF9678
449	#FF9779
450	#FF977A
451	#FF987B
452	#FF997B
453	#FF9A7C
454	#FF9A7D
455	#FF9B7E
456	#FF9C7F
457	#FF9C7F
458	#FF9D80
459	#FF9D80
460	#FF9E81
461	#FF9E81
462	#FF9E82
463	#FF9F82
464	#FF9F83
465	#FF9F83
466	#FF9F83
467	#FFA083
468	#FFA083
