group	y
1	2.13777704125361
2	0.370577449836003
3	7.16402454575909
4	3.27689919299469
5	7.78067610730869
6	-1.62928343012448
7	1.91628439509508
8	11.1582838640615
9	11.150414870694
10	8.66180901230595
11	9.90929073231001
12	9.15011536979567
13	7.66580506057516
14	-4.34858158202059
15	6.76808851786802
16	4.77210484422042
17	7.49602192084265
18	5.03162066214857
19	1.68542638489522
20	5.25455808507939
21	2.45984371888309
22	8.10240287198131
23	9.99457053677909
24	5.90181810027828
25	4.53342840149862
26	-0.00841014455275049
27	6.83559412691964
28	-2.87807712491032
29	-0.766931271538603
30	1.13053242829008
31	6.65043333581921
32	9.44511717584912
33	5.38820949799105
34	7.81299269178465
35	-1.29491353050677
36	8.67049521087237
37	2.31378192939679
38	9.88122450101968
39	9.40661557055468
40	2.15311722002144
41	1.41268317376875
42	9.39955268545147
43	5.13947219406398
44	9.08499027724131
45	5.36810319444381
46	1.96156831766021
47	8.39846714223112
48	5.18780636190517
49	6.50776261402182
50	10.4478676194402
51	4.4694732489229
52	-0.871306030983109
53	2.30034665122364
54	2.34588715545427
55	12.3909498764063
56	13.9387180330806
57	0.23706642464464
58	4.02049231090547
59	10.7951485216016
60	0.233671824257256
61	4.94907873701757
62	1.83688095080756
63	4.02100722935262
64	0.533242306116686
65	8.37055999542821
66	4.19978810011259
67	0.11697167428337
68	7.66056494244898
69	10.1163885197263
70	4.45354499695112
71	1.2721136596478
72	-0.433043155965496
73	1.40126937391547
74	-1.42564467382355
75	1.09277664001855
76	0.58298273947091
77	-0.599831042607216
78	0.158479537609441
79	4.22277918280051
80	0.391714334442204
81	0.33177022213654
82	7.5173302663086
83	2.69585614553595
84	-2.37380881558173
85	6.47047610945289
86	7.73251541197951
87	9.98290102516725
88	9.31726091151868
89	5.30332070511052
90	10.0747615832888
91	3.82923596449484
92	11.5969566128186
93	12.2741860713448
94	1.49729153160628
95	7.15395395372344
96	4.05029911945523
97	-0.109726383816623
98	-0.553939803402985
99	-0.226251676677918
100	8.81242485221115
101	8.55632071564338
102	0.175002105410684
103	1.30168454422251
104	3.50342881885624
105	8.68840932869351
106	10.0117443452968
107	11.2590644663253
108	5.52246623443888
109	1.11859344544774
110	12.9970950903469
111	1.0340007896917
112	5.8384678084801
113	2.91957960781285
114	0.0349888098504865
115	8.9947178895006
116	6.34460717134618
117	6.99388021776221
118	9.43567368757619
119	2.98403160328304
120	9.61489063798503
121	2.1282747074767
122	7.42181550735181
123	3.63732299504189
124	8.14695862208917
125	5.21783591565566
126	3.79803920581527
127	5.52105325366223
128	6.72285671406426
129	4.20797677855704
130	8.91230044113409
131	9.03218425560953
132	8.49667672673218
133	9.32091834610859
134	6.9123546798909
135	1.07035984447719
136	6.54460496586534
137	7.73540897138004
138	5.47983669390778
139	1.46692306421476
140	5.3440734357843
141	5.23292947675027
142	12.0460714848872
143	1.62997162363475
144	2.88644765006361
145	4.668533833276
146	0.803780709811993
147	12.6076383930942
148	5.9359075149856
149	7.42547261116105
150	-2.9985591613619
151	10.8055576418856
152	8.12978496903149
153	-0.0621291524143852
154	0.475089487267889
155	2.05153761369778
156	6.02462503540665
157	8.74066847700793
158	8.39276821289705
159	-0.0540511022314258
160	10.2448781354606
161	3.19817493684269
162	-0.475229338323001
163	4.11027026380791
164	5.69035499382832
165	-1.18604411447534
166	5.09384561388329
167	8.82429058176307
168	-2.44773827934238
169	6.91695793778167
170	0.767720897728969
171	14.6158719177026
172	1.15683106764185
173	1.38770604247118
174	0.0230024708188306
175	-0.621341522821964
176	-0.0667370358522751
177	11.5106223174834
178	10.3809630483758
179	11.8207729573972
180	2.4545735165825
181	-0.553269126895843
182	9.63762828435777
183	0.453897148631049
184	2.26581546078627
185	1.12986398833778
186	7.45632988097753
187	8.15088203201351
188	5.63187883421854
189	0.0479606144664847
190	5.85334177583055
191	7.47175317907716
192	0.94456294939532
193	8.52163708262522
194	2.08564079178643
195	0.0115136148397563
196	7.32992453795833
197	12.8789455866351
198	-1.0826905038033
199	1.73616109502928
200	2.98812319560942
